16,4,5.034703,4.849208,0.185057
32,4,9.852344,9.551376,0.300474
64,4,19.536004,19.008638,0.526841
128,4,38.977946,37.971882,1.005225
256,4,78.139379,76.114729,2.023086
512,4,156.237999,152.220855,4.015484
1024,4,314.047454,305.048726,8.994028
2048,4,629.666981,609.803552,19.852896
